,Date,Close,High,Low,Open
37,2013-02-26,156.22000122070312,156.8000030517578,153.32000732421875,154.38999938964844
38,2013-02-27,154.57000732421875,155.60000610351562,154.0800018310547,155.4600067138672
39,2013-02-28,153.0,154.16000366210938,152.38999938964844,154.08999633789062
40,2013-03-01,152.44000244140625,153.61000061035156,152.13999938964844,153.16000366210938
41,2013-03-04,152.3000030517578,152.74000549316406,151.8699951171875,152.4499969482422
42,2013-03-05,152.3800048828125,153.38999938964844,152.11000061035156,153.10000610351562
43,2013-03-06,153.22999572753906,153.3800048828125,151.64999389648438,152.1699981689453
44,2013-03-07,152.69000244140625,153.2100067138672,152.39999389648438,153.02000427246094
45,2013-03-08,152.7100067138672,153.2899932861328,151.39999389648438,151.61000061035156
46,2013-03-11,152.99000549316406,153.05999755859375,152.64999389648438,152.82000732421875
47,2013-03-12,154.19000244140625,154.69000244140625,153.89999389648438,154.07000732421875
48,2013-03-13,153.66000366210938,154.60000610351562,153.4199981689453,154.25999450683594
49,2013-03-14,153.67999267578125,154.1699981689453,153.00999450683594,153.02000427246094
50,2013-03-15,154.0,154.72000122070312,153.97000122070312,154.1199951171875
51,2013-03-18,155.3800048828125,155.92999267578125,155.0,155.6999969482422
52,2013-03-19,156.0800018310547,156.33999633789062,155.10000610351562,155.22000122070312
53,2013-03-20,155.3699951171875,155.8300018310547,154.8800048828125,155.52999877929688
54,2013-03-21,156.25,156.42999267578125,155.8800048828125,156.1699981689453
55,2013-03-22,155.5500030517578,155.99000549316406,155.4199981689453,155.4499969482422
56,2013-03-25,155.24000549316406,155.57000732421875,154.36000061035156,154.7100067138672
57,2013-03-26,154.72000122070312,154.91000366210938,154.27999877929688,154.47000122070312
58,2013-03-27,155.36000061035156,155.6199951171875,154.50999450683594,154.6699981689453
59,2013-03-28,154.4499969482422,154.8000030517578,154.22000122070312,154.5
60,2013-04-01,154.6699981689453,154.92999267578125,154.3000030517578,154.57000732421875
61,2013-04-02,152.42999267578125,153.30999755859375,152.25999450683594,153.08999633789062
62,2013-04-03,150.72999572753906,152.52999877929688,149.9199981689453,152.02000427246094
63,2013-04-04,150.2899932861328,150.60000610351562,149.44000244140625,149.64999389648438
64,2013-04-05,152.80999755859375,152.9600067138672,151.07000732421875,151.5399932861328
65,2013-04-08,152.16000366210938,152.58999633789062,151.60000610351562,152.38999938964844
66,2013-04-09,153.33999633789062,153.85000610351562,152.27999877929688,152.32000732421875
67,2013-04-10,150.75,152.7100067138672,150.5800018310547,152.6699981689453
68,2013-04-11,151.0500030517578,151.7100067138672,150.6300048828125,150.75999450683594
69,2013-04-12,143.9499969482422,148.85000610351562,143.42999267578125,148.64999389648438
70,2013-04-15,131.30999755859375,136.75,130.50999450683594,136.0
71,2013-04-16,132.8000030517578,135.11000061035156,131.75999450683594,134.89999389648438
72,2013-04-17,132.8699951171875,134.9499969482422,132.32000732421875,133.80999755859375
73,2013-04-18,134.3000030517578,135.30999755859375,133.6199951171875,134.1199951171875
74,2013-04-19,135.47000122070312,136.02000427246094,134.60000610351562,136.0
75,2013-04-22,137.89999389648438,138.27000427246094,137.22000122070312,138.14999389648438
76,2013-04-23,136.8800048828125,137.24000549316406,135.85000610351562,137.22000122070312
77,2013-04-24,138.3699951171875,138.5500030517578,137.4499969482422,138.08999633789062
78,2013-04-25,141.6300048828125,142.0800018310547,139.7899932861328,140.0
79,2013-04-26,140.91000366210938,143.42999267578125,140.0399932861328,142.3000030517578
80,2013-04-29,142.3000030517578,142.66000366210938,141.49000549316406,142.1300048828125
81,2013-04-30,142.77000427246094,142.8300018310547,141.5500030517578,142.27000427246094
82,2013-05-01,141.11000061035156,141.5500030517578,139.3000030517578,140.58999633789062
83,2013-05-02,141.9199981689453,142.47000122070312,141.63999938964844,142.0
84,2013-05-03,142.08999633789062,142.7100067138672,141.39999389648438,141.6999969482422
85,2013-05-06,142.14999389648438,142.4600067138672,141.6300048828125,142.3300018310547
86,2013-05-07,140.3800048828125,140.63999938964844,139.3699951171875,140.3800048828125
87,2013-05-08,142.4600067138672,142.80999755859375,141.49000549316406,141.77999877929688
88,2013-05-09,140.80999755859375,142.36000061035156,140.50999450683594,141.3300018310547
89,2013-05-10,139.60000610351562,139.75,137.25999450683594,138.22000122070312
90,2013-05-13,138.42999267578125,138.97000122070312,138.16000366210938,138.4600067138672
91,2013-05-14,137.80999755859375,139.16000366210938,137.63999938964844,137.9499969482422
92,2013-05-15,134.6300048828125,136.97999572753906,134.22999572753906,136.58999633789062
93,2013-05-16,134.08999633789062,134.47999572753906,133.0,133.17999267578125
94,2013-05-17,131.07000732421875,133.47999572753906,131.02000427246094,133.1699981689453
95,2013-05-20,135.1199951171875,135.32000732421875,130.85000610351562,130.8800048828125
96,2013-05-21,132.8800048828125,133.64999389648438,131.4499969482422,132.1699981689453
97,2013-05-22,131.94000244140625,136.77000427246094,130.9499969482422,134.17999267578125
98,2013-05-23,134.61000061035156,134.83999633789062,133.1199951171875,134.50999450683594
99,2013-05-24,133.75999450683594,134.50999450683594,133.63999938964844,134.11000061035156
100,2013-05-28,133.49000549316406,135.57000732421875,132.8000030517578,133.67999267578125
101,2013-05-29,134.8300018310547,134.91000366210938,133.63999938964844,134.08999633789062
102,2013-05-30,136.6999969482422,137.11000061035156,136.25999450683594,136.6699981689453
103,2013-05-31,133.9199981689453,136.0500030517578,133.88999938964844,135.7100067138672
104,2013-06-03,136.50999450683594,136.97999572753906,134.42999267578125,134.77000427246094
105,2013-06-04,135.22999572753906,135.44000244140625,134.27000427246094,135.2100067138672
106,2013-06-05,135.52000427246094,136.3699951171875,135.00999450683594,135.47000122070312
107,2013-06-06,136.52999877929688,137.6199951171875,134.97999572753906,135.38999938964844
108,2013-06-07,133.27999877929688,134.6199951171875,133.17999267578125,134.11000061035156
109,2013-06-10,133.94000244140625,134.27999877929688,132.99000549316406,133.3000030517578
110,2013-06-11,133.25,133.50999450683594,132.24000549316406,132.30999755859375
111,2013-06-12,134.25,134.8300018310547,132.8300018310547,132.9499969482422
112,2013-06-13,133.74000549316406,134.1999969482422,132.82000732421875,133.30999755859375
113,2013-06-14,134.42999267578125,134.60000610351562,133.8800048828125,134.0
114,2013-06-17,133.77000427246094,134.05999755859375,133.52000427246094,133.88999938964844
115,2013-06-18,132.1300048828125,132.9600067138672,131.52999877929688,132.72000122070312
116,2013-06-19,130.58999633789062,133.14999389648438,130.3800048828125,132.5800018310547
117,2013-06-20,123.5999984741211,126.37999725341797,123.33000183105469,125.22000122070312
118,2013-06-21,125.05000305175781,125.56999969482422,124.45999908447266,125.16000366210938
119,2013-06-24,123.93000030517578,124.69999694824219,123.30999755859375,124.30999755859375
120,2013-06-25,123.47000122070312,123.9000015258789,122.87999725341797,123.6500015258789
121,2013-06-26,118.27999877929688,119.9000015258789,118.05999755859375,119.87999725341797
122,2013-06-27,115.94000244140625,119.51000213623047,115.6500015258789,119.0999984741211
123,2013-06-28,119.11000061035156,119.33000183105469,114.68000030517578,115.22000122070312
124,2013-07-01,121.12999725341797,121.94999694824219,119.37999725341797,119.94000244140625
125,2013-07-02,120.05000305175781,121.47000122070312,119.77999877929688,121.33999633789062
126,2013-07-03,120.73999786376953,121.7699966430664,120.54000091552734,120.69999694824219
127,2013-07-05,118.08999633789062,118.18000030517578,116.73999786376953,118.08000183105469
128,2013-07-08,119.51000213623047,119.66000366210938,118.93000030517578,119.08999633789062
129,2013-07-09,120.62000274658203,121.51000213623047,120.05000305175781,120.83999633789062
130,2013-07-10,120.94999694824219,122.3499984741211,120.58999633789062,121.1500015258789
131,2013-07-11,124.23999786376953,124.36000061035156,123.47000122070312,124.26000213623047
132,2013-07-12,124.12999725341797,124.30000305175781,123.31999969482422,123.5199966430664
133,2013-07-15,124.18000030517578,124.38999938964844,123.83999633789062,124.08000183105469
134,2013-07-16,124.88999938964844,125.20999908447266,124.33000183105469,124.76000213623047
135,2013-07-17,123.31999969482422,125.69999694824219,122.7300033569336,125.04000091552734
136,2013-07-18,124.01000213623047,124.5199966430664,123.77999877929688,124.11000061035156
137,2013-07-19,125.11000061035156,125.41999816894531,124.6500015258789,124.88999938964844
138,2013-07-22,128.83999633789062,129.4600067138672,127.58999633789062,127.6500015258789
139,2013-07-23,129.7100067138672,130.13999938964844,128.35000610351562,128.6999969482422
140,2013-07-24,127.4800033569336,129.39999389648438,126.87000274658203,129.1699981689453
141,2013-07-25,128.6699981689453,128.8699951171875,127.63999938964844,127.69999694824219
142,2013-07-26,128.77999877929688,128.97000122070312,126.77999877929688,128.11000061035156
143,2013-07-29,128.47000122070312,128.77999877929688,128.25,128.4499969482422
144,2013-07-30,128.1199951171875,128.30999755859375,127.22000122070312,127.94999694824219
145,2013-07-31,127.95999908447266,128.9199981689453,126.12999725341797,127.76000213623047
146,2013-08-01,126.61000061035156,127.88999938964844,126.33000183105469,127.83999633789062
147,2013-08-02,126.36000061035156,127.25,126.31999969482422,126.73999786376953
148,2013-08-05,125.69999694824219,126.63999938964844,125.33999633789062,126.51000213623047
149,2013-08-06,123.97000122070312,124.55000305175781,123.55000305175781,124.33000183105469
150,2013-08-07,124.1500015258789,124.5999984741211,123.8499984741211,124.0
151,2013-08-08,126.86000061035156,126.98999786376953,124.7699966430664,124.77999877929688
152,2013-08-09,126.86000061035156,127.2699966430664,126.30000305175781,126.51000213623047
153,2013-08-12,129.1300048828125,129.7100067138672,128.8800048828125,129.57000732421875
154,2013-08-13,127.73999786376953,128.64999389648438,127.37999725341797,128.49000549316406
155,2013-08-14,129.0,129.07000732421875,127.56999969482422,127.66000366210938
156,2013-08-15,131.69000244140625,132.36000061035156,127.9800033569336,128.05999755859375
157,2013-08-16,132.5800018310547,133.27000427246094,131.38999938964844,132.55999755859375
158,2013-08-19,132.00999450683594,132.5,131.58999633789062,132.3300018310547
159,2013-08-20,132.4499969482422,133.1300048828125,132.02000427246094,132.02999877929688
160,2013-08-21,132.07000732421875,133.22999572753906,131.50999450683594,131.74000549316406
161,2013-08-22,132.80999755859375,133.4600067138672,132.27000427246094,132.55999755859375
162,2013-08-23,134.89999389648438,135.24000549316406,132.5,132.5800018310547
163,2013-08-26,135.4499969482422,135.60000610351562,134.14999389648438,134.8800048828125
164,2013-08-27,136.75,137.5500030517578,136.52000427246094,136.94000244140625
165,2013-08-28,136.7100067138672,137.4600067138672,136.66000366210938,137.2100067138672
166,2013-08-29,135.8699951171875,136.5500030517578,135.4199981689453,136.1199951171875
167,2013-08-30,134.6199951171875,135.7100067138672,134.44000244140625,134.64999389648438
168,2013-09-03,136.4199981689453,136.7899932861328,135.02999877929688,135.4600067138672
169,2013-09-04,134.66000366210938,134.83999633789062,133.72000122070312,134.61000061035156
170,2013-09-05,132.1999969482422,134.35000610351562,131.8000030517578,134.1300048828125
171,2013-09-06,134.14999389648438,134.39999389648438,133.3300018310547,133.4199981689453
172,2013-09-09,133.91000366210938,134.32000732421875,133.6699981689453,134.1300048828125
173,2013-09-10,131.74000549316406,132.0,131.11000061035156,131.82000732421875
174,2013-09-11,131.6999969482422,131.80999755859375,131.25999450683594,131.5800018310547
175,2013-09-12,127.66999816894531,128.77999877929688,127.61000061035156,128.6199951171875
176,2013-09-13,127.81999969482422,127.95999908447266,126.20999908447266,127.16000366210938
177,2013-09-16,126.44999694824219,128.02000427246094,126.33000183105469,127.4800033569336
178,2013-09-17,126.5,126.98999786376953,126.11000061035156,126.80999755859375
179,2013-09-18,132.00999450683594,132.16000366210938,125.1500015258789,125.31999969482422
180,2013-09-19,131.75,132.77999877929688,131.22000122070312,132.0
181,2013-09-20,127.95999908447266,130.91000366210938,127.9000015258789,130.60000610351562
182,2013-09-23,127.55000305175781,128.44000244140625,127.33000183105469,127.5199966430664
183,2013-09-24,127.66000366210938,128.2100067138672,126.33999633789062,126.4000015258789
184,2013-09-25,128.7899932861328,129.2100067138672,127.5199966430664,127.56999969482422
185,2013-09-26,127.79000091552734,128.99000549316406,127.31999969482422,128.61000061035156
186,2013-09-27,128.97000122070312,129.5800018310547,128.83999633789062,128.86000061035156
187,2013-09-30,128.17999267578125,129.13999938964844,127.69999694824219,127.94999694824219
188,2013-10-01,124.58999633789062,125.26000213623047,123.80999755859375,125.25
189,2013-10-02,127.05999755859375,127.80999755859375,125.33999633789062,125.37000274658203
190,2013-10-03,127.18000030517578,127.69000244140625,126.22000122070312,126.7699966430664
191,2013-10-04,126.52999877929688,127.1500015258789,126.0,127.05000305175781
192,2013-10-07,127.63999938964844,128.3300018310547,127.12000274658203,127.25
193,2013-10-08,127.4000015258789,128.4499969482422,127.20999908447266,127.79000091552734
194,2013-10-09,126.11000061035156,126.88999938964844,124.97000122070312,126.20999908447266
195,2013-10-10,124.2699966430664,125.83000183105469,124.0999984741211,125.33999633789062
196,2013-10-11,122.5999984741211,122.80999755859375,121.8499984741211,122.37000274658203
197,2013-10-14,122.83000183105469,124.23999786376953,122.80999755859375,123.9000015258789
198,2013-10-15,123.7300033569336,124.36000061035156,122.22000122070312,122.27999877929688
199,2013-10-16,123.54000091552734,123.88999938964844,122.51000213623047,123.5199966430664
200,2013-10-17,127.41999816894531,127.86000061035156,126.80999755859375,127.01000213623047
201,2013-10-18,126.8499984741211,127.33000183105469,126.5999984741211,126.87000274658203
202,2013-10-21,126.9800033569336,127.33999633789062,126.79000091552734,127.12999725341797
203,2013-10-22,129.33999633789062,129.80999755859375,128.22000122070312,128.25
204,2013-10-23,128.69000244140625,129.08999633789062,128.35000610351562,128.5500030517578
205,2013-10-24,129.89999389648438,130.52999877929688,129.41000366210938,129.41000366210938
206,2013-10-25,130.4600067138672,130.9199981689453,129.4600067138672,129.52999877929688
207,2013-10-28,130.55999755859375,131.44000244140625,130.10000610351562,130.41000366210938
208,2013-10-29,129.77000427246094,130.58999633789062,129.57000732421875,130.16000366210938
209,2013-10-30,129.60000610351562,131.22000122070312,128.80999755859375,130.8300018310547
210,2013-10-31,127.73999786376953,128.49000549316406,127.30000305175781,128.0399932861328
211,2013-11-01,126.94999694824219,127.16999816894531,126.05000305175781,126.86000061035156
212,2013-11-04,126.80999755859375,127.5199966430664,126.73999786376953,127.18000030517578
213,2013-11-05,126.55999755859375,126.86000061035156,126.0,126.70999908447266
214,2013-11-06,127.19999694824219,127.36000061035156,126.91999816894531,127.11000061035156
215,2013-11-07,126.16000366210938,126.8499984741211,125.86000061035156,126.13999938964844
216,2013-11-08,124.27999877929688,124.45999908447266,123.62000274658203,124.45999908447266
217,2013-11-11,123.87000274658203,123.97000122070312,123.66000366210938,123.91999816894531
218,2013-11-12,122.44999694824219,123.87000274658203,121.7300033569336,123.51000213623047
219,2013-11-13,122.8499984741211,123.23999786376953,122.38999938964844,122.97000122070312
220,2013-11-14,124.2699966430664,124.91000366210938,123.87999725341797,123.91999816894531
221,2013-11-15,124.31999969482422,124.5199966430664,124.06999969482422,124.16000366210938
222,2013-11-18,122.9000015258789,123.95999908447266,122.55000305175781,123.69999694824219
223,2013-11-19,122.94999694824219,123.4000015258789,122.83000183105469,122.97000122070312
224,2013-11-20,120.12000274658203,122.44000244140625,119.76000213623047,121.66999816894531
225,2013-11-21,119.94000244140625,120.3499984741211,119.30999755859375,119.80999755859375
226,2013-11-22,119.91999816894531,120.4000015258789,119.81999969482422,120.23999786376953
227,2013-11-25,120.45999908447266,121.0,119.12999725341797,119.18000030517578
228,2013-11-26,119.81999969482422,120.4000015258789,119.58999633789062,119.83999633789062
229,2013-11-27,119.45999908447266,120.69000244140625,119.25,120.48999786376953
230,2013-11-29,120.69999694824219,121.05000305175781,120.62000274658203,120.66999816894531
231,2013-12-02,117.58000183105469,119.29000091552734,117.5,119.19999694824219
232,2013-12-03,117.95999908447266,118.30999755859375,117.2300033569336,117.58000183105469
233,2013-12-04,119.95999908447266,120.76000213623047,118.16000366210938,118.33000183105469
234,2013-12-05,118.30000305175781,119.23999786376953,117.41000366210938,118.19999694824219
235,2013-12-06,118.55000305175781,119.26000213623047,118.01000213623047,118.86000061035156
236,2013-12-09,119.72000122070312,119.91999816894531,118.94999694824219,118.98999786376953
237,2013-12-10,121.81999969482422,122.31999969482422,121.47000122070312,122.13999938964844
238,2013-12-11,120.86000061035156,121.80999755859375,120.76000213623047,121.48999786376953
239,2013-12-12,118.29000091552734,118.81999969482422,118.02999877929688,118.61000061035156
240,2013-12-13,119.37999725341797,119.48999786376953,118.76000213623047,118.88999938964844
241,2013-12-16,119.69000244140625,120.7699966430664,118.97000122070312,119.26000213623047
242,2013-12-17,118.6500015258789,119.9000015258789,118.37000274658203,118.95999908447266
243,2013-12-18,117.61000061035156,120.05000305175781,117.29000091552734,119.0
244,2013-12-19,114.81999969482422,116.05999755859375,114.5,115.97000122070312
245,2013-12-20,115.94000244140625,116.47000122070312,115.05999755859375,115.37000274658203
246,2013-12-23,115.56999969482422,116.12000274658203,115.43000030517578,115.61000061035156
247,2013-12-24,116.0999984741211,116.29000091552734,115.70999908447266,115.79000091552734
248,2013-12-26,116.73999786376953,117.2300033569336,116.6500015258789,117.2300033569336
249,2013-12-27,117.12000274658203,117.37999725341797,116.8499984741211,117.30999755859375
250,2013-12-30,115.38999938964844,116.4000015258789,115.18000030517578,116.37000274658203
251,2013-12-31,116.12000274658203,117.12999725341797,114.45999908447266,114.61000061035156
252,2014-01-02,118.0,118.7300033569336,117.75,117.93000030517578
253,2014-01-03,119.29000091552734,119.62000274658203,118.58999633789062,118.63999938964844
254,2014-01-06,119.5,120.38999938964844,117.11000061035156,119.76000213623047
255,2014-01-07,118.81999969482422,118.91999816894531,118.12999725341797,118.45999908447266
256,2014-01-08,118.12000274658203,118.5199966430664,117.5,117.98999786376953
257,2014-01-09,118.45999908447266,118.69000244140625,117.98999786376953,118.11000061035156
258,2014-01-10,120.26000213623047,120.43000030517578,119.58000183105469,119.72000122070312
259,2014-01-13,121.0199966430664,121.04000091552734,120.19999694824219,120.2699966430664
260,2014-01-14,119.88999938964844,121.05999755859375,119.72000122070312,120.54000091552734
261,2014-01-15,119.66000366210938,119.80999755859375,119.11000061035156,119.19000244140625
262,2014-01-16,119.79000091552734,119.95999908447266,119.56999969482422,119.83999633789062
263,2014-01-17,120.93000030517578,121.0199966430664,120.19999694824219,120.3499984741211
264,2014-01-21,119.69999694824219,119.97000122070312,119.2300033569336,119.2300033569336
265,2014-01-22,119.19000244140625,119.7699966430664,119.16999816894531,119.6500015258789
266,2014-01-23,121.79000091552734,122.0199966430664,120.97000122070312,120.97000122070312
267,2014-01-24,122.29000091552734,122.5,121.55000305175781,122.05999755859375
268,2014-01-27,120.95999908447266,122.05999755859375,120.72000122070312,121.6500015258789
269,2014-01-28,120.94999694824219,121.4000015258789,120.41000366210938,121.31999969482422
270,2014-01-29,122.47000122070312,122.51000213623047,121.12999725341797,122.19000244140625
271,2014-01-30,119.7699966430664,120.22000122070312,119.5999984741211,119.66999816894531
272,2014-01-31,120.08999633789062,120.86000061035156,119.45999908447266,120.6500015258789
273,2014-02-03,121.31999969482422,122.11000061035156,120.31999969482422,120.47000122070312
274,2014-02-04,120.98999786376953,121.08999633789062,120.38999938964844,120.41000366210938
275,2014-02-05,121.29000091552734,121.87999725341797,120.7300033569336,121.76000213623047
276,2014-02-06,121.23999786376953,121.51000213623047,120.77999877929688,121.37999725341797
277,2014-02-07,122.16999816894531,122.23999786376953,121.2300033569336,121.23999786376953
278,2014-02-10,122.91999816894531,123.16000366210938,122.72000122070312,122.80000305175781
279,2014-02-11,124.36000061035156,124.75,123.36000061035156,123.37999725341797
280,2014-02-12,124.43000030517578,124.9800033569336,124.12999725341797,124.4000015258789
281,2014-02-13,125.48999786376953,125.5999984741211,124.66000366210938,124.69999694824219
282,2014-02-14,127.1500015258789,127.37999725341797,126.75,126.98999786376953
283,2014-02-18,127.4000015258789,127.75,127.08999633789062,127.41999816894531
284,2014-02-19,126.2699966430664,127.44999694824219,126.16000366210938,127.26000213623047
285,2014-02-20,127.5999984741211,127.75,126.4000015258789,126.75
286,2014-02-21,127.58000183105469,128.07000732421875,127.1500015258789,127.56999969482422
287,2014-02-24,128.99000549316406,129.07000732421875,128.33999633789062,128.50999450683594
288,2014-02-25,129.2100067138672,129.52999877929688,128.57000732421875,128.6199951171875
289,2014-02-26,128.11000061035156,128.75999450683594,127.41999816894531,128.49000549316406
290,2014-02-27,128.1999969482422,128.8000030517578,127.88999938964844,128.39999389648438
291,2014-02-28,127.62000274658203,128.35000610351562,127.1500015258789,128.27000427246094
292,2014-03-03,130.2899932861328,130.58999633789062,129.80999755859375,130.0
293,2014-03-04,128.67999267578125,129.24000549316406,128.32000732421875,128.5399932861328
294,2014-03-05,128.88999938964844,129.33999633789062,128.5800018310547,128.7100067138672
295,2014-03-06,130.1699981689453,130.47000122070312,129.47000122070312,129.7100067138672
296,2014-03-07,129.08999633789062,129.22999572753906,128.2100067138672,128.25
297,2014-03-10,129.1300048828125,129.61000061035156,128.77999877929688,128.8800048828125
298,2014-03-11,129.86000061035156,130.14999389648438,128.92999267578125,130.00999450683594
299,2014-03-12,131.75999450683594,132.1199951171875,131.38999938964844,131.55999755859375
300,2014-03-13,132.2100067138672,132.5399932861328,131.55999755859375,131.69000244140625
301,2014-03-14,133.10000610351562,133.69000244140625,132.35000610351562,133.67999267578125
302,2014-03-17,131.63999938964844,133.22000122070312,131.22000122070312,132.72999572753906
303,2014-03-18,130.6199951171875,131.27000427246094,130.3300018310547,130.38999938964844
304,2014-03-19,128.08999633789062,129.67999267578125,127.94000244140625,129.5500030517578
305,2014-03-20,127.86000061035156,128.41000366210938,127.58000183105469,127.77999877929688
306,2014-03-21,128.47000122070312,129.08999633789062,128.41000366210938,129.0399932861328
307,2014-03-24,126.18000030517578,127.13999938964844,126.02999877929688,126.87000274658203
308,2014-03-25,126.41000366210938,126.81999969482422,126.23999786376953,126.44000244140625
309,2014-03-26,125.41000366210938,126.37999725341797,125.12999725341797,126.2699966430664
310,2014-03-27,124.58999633789062,125.29000091552734,124.20999908447266,125.05999755859375
311,2014-03-28,124.55999755859375,124.95999908447266,123.87999725341797,124.2300033569336
312,2014-03-31,123.61000061035156,124.79000091552734,123.56999969482422,124.5199966430664
313,2014-04-01,123.38999938964844,123.8499984741211,123.11000061035156,123.70999908447266
314,2014-04-02,124.31999969482422,124.75,124.19000244140625,124.41000366210938
315,2014-04-03,123.91999816894531,124.26000213623047,123.58999633789062,123.75
316,2014-04-04,125.56999969482422,125.95999908447266,124.86000061035156,125.19999694824219
317,2014-04-07,124.91000366210938,125.47000122070312,124.83999633789062,125.06999969482422
318,2014-04-08,126.08999633789062,126.33999633789062,125.9000015258789,126.33999633789062
319,2014-04-09,126.31999969482422,126.72000122070312,125.33000183105469,125.45999908447266
320,2014-04-10,127.01000213623047,127.37000274658203,126.81999969482422,126.94999694824219
321,2014-04-11,126.93000030517578,127.30999755859375,126.7300033569336,127.04000091552734
322,2014-04-14,127.8499984741211,128.25,127.62000274658203,127.80000305175781
323,2014-04-15,125.48999786376953,125.69999694824219,124.5999984741211,124.79000091552734
324,2014-04-16,125.54000091552734,125.56999969482422,125.02999877929688,125.37000274658203
325,2014-04-17,124.75,125.52999877929688,124.56999969482422,125.37999725341797
326,2014-04-21,124.23999786376953,124.33000183105469,123.76000213623047,124.06999969482422
327,2014-04-22,123.77999877929688,124.16000366210938,122.91999816894531,124.1500015258789
328,2014-04-23,123.76000213623047,123.94000244140625,123.37999725341797,123.69999694824219
329,2014-04-24,124.55999755859375,125.12000274658203,122.83999633789062,122.87000274658203
330,2014-04-25,125.43000030517578,125.70999908447266,125.06999969482422,125.16999816894531
331,2014-04-28,124.87999725341797,125.33999633789062,124.44999694824219,125.30000305175781
332,2014-04-29,124.86000061035156,125.37999725341797,124.6500015258789,124.94999694824219
333,2014-04-30,124.22000122070312,125.05000305175781,123.81999969482422,124.19000244140625
334,2014-05-01,123.80000305175781,123.83000183105469,123.05999755859375,123.16999816894531
335,2014-05-02,125.05999755859375,125.66999816894531,123.33000183105469,123.69000244140625
336,2014-05-05,126.22000122070312,126.62999725341797,126.0,126.47000122070312
337,2014-05-06,125.9800033569336,126.11000061035156,125.62999725341797,126.0199966430664
338,2014-05-07,124.16999816894531,125.56999969482422,123.91999816894531,125.5199966430664
339,2014-05-08,124.16999816894531,124.47000122070312,123.88999938964844,124.19000244140625
340,2014-05-09,124.0999984741211,124.47000122070312,123.81999969482422,124.38999938964844
341,2014-05-12,124.94000244140625,125.41999816894531,124.69000244140625,125.4000015258789
342,2014-05-13,124.5999984741211,125.0999984741211,124.5,124.79000091552734
343,2014-05-14,125.80999755859375,125.95999908447266,125.44000244140625,125.80000305175781
344,2014-05-15,124.7699966430664,125.51000213623047,124.54000091552734,124.7699966430664
345,2014-05-16,124.5,124.7699966430664,124.29000091552734,124.3499984741211
